0,475.54 120.03 2328.68 21721.65 1366.57 1600;
1,284.63 86.34 811.15 13760.59 1032.15 1638;
2,318.98 96.6 781.06 15672.95 793.41 1638;
3,260.61 75.37 790.8 13065.89 1275.24 1638;
4,323.68 84.05 2106.8 17822.47 1692.63 1600;
5,366.02 105.03 3328.47 18623.91 2078.36 1638;
6,457.86 128.94 2163.42 25990.3 1715.41 1638;
7,359.39 104.34 1575.7 18181.22 1269.9 1638;
8,184.22 67.66 1850.28 10688.34 4796.24 1638;
9,394.43 68.81 3247.49 13265.03 2418.6 1600;
10,342.78 71.79 2223.93 16409.87 1831.77 1600;
11,393.18 91.36 2550.35 21675.21 1295.22 1638;
12,424.05 124.1 2103.25 20009.81 1297.83 1638;
13,266.31 51.94 2289.08 16254.25 1763.44 1638;
14,450.5 126.46 2242.55 21739.21 1459.33 1638;
15,323.28 90.13 3038.64 17199.82 1370.92 1638;
16,281.89 67.23 2648.65 16695.86 1369.36 1638;
17,405.98 111.79 1886.54 20929.42 1083.73 1638;
18,456.52 149.03 1674.87 19235.91 2186.28 1638;
19,541.32 137.43 3314.14 26017.19 1533.32 1638;
20,337.11 80.18 2524.67 19090.54 1937.59 1638;
21,405.89 125.77 1888.27 22202.76 1780.08 1638;
22,395.41 98.15 1766.78 20694.76 1503.59 1638;
23,271.31 74.39 2761.86 16917.47 1923.49 1638;
24,131.59 23.76 6443.5 1993.73 16866.95 1638;
25,354.41 85.71 1944.64 17660.26 1729.87 1600;
26,619.42 112.25 4172.32 37771.5 1455.84 960;
27,372.86 86.05 944.06 11136.6 3649.07 1609;
28,506.07 122.69 5603.1 39036.35 1860 960;
29,302.93 57.08 3199 10635.8 5341.89 1600;
30,466.81 98.74 4085.74 18219.8 2825.11 1638;
31,318.87 69.96 1982.48 12386.09 2806.36 1600;
32,306.77 81.8 2226.25 15420.76 6448.51 960;
33,330.07 66.06 1725.65 9672.1 2828.61 1600;
34,660.59 103.5 2199.68 22056.23 1790.64 1600;
35,285.98 85.96 798.21 14101.32 2554.79 1638;
36,523.57 171.57 3206.89 33505.16 1156.48 1600;
37,190.45 61.12 553.4 7555.38 1590.77 1600;
38,372.06 47.61 1615.94 9603.01 2920.9 1600;
39,350.67 77.83 1829.95 17879.67 1473.72 1600;
40,354.05 80.32 2305.92 13092.26 2926.49 960;
41,416.79 108.67 2725.76 22677.4 2372.14 960;
42,264.86 70.04 1275.75 13691.29 1037.67 1615;
43,384.39 80.35 3777.83 26766.1 1270.17 1613;
44,494.75 109.16 5694.49 37311.88 1542.21 1615;
45,357.65 83.86 1812.41 8500.06 3173.99 1600;
46,263.63 81.24 1953.74 15050.89 3715.21 1600;
47,353.76 72.38 1753.88 8469.52 3507.77 1600;
48,349.71 116.84 1375.31 17417.64 1113.62 1600;
49,344.95 114.34 1357.59 17161.42 1066.05 1600;
50,267.52 74.47 1955.67 14784.37 1656.31 1600;
51,299.59 99.03 1132.83 14934.36 1071.84 1600;
52,320.02 88.49 905.24 14775.57 3449.99 1615;
53,509.53 110.03 6403.68 39648.97 1783.34 1613;
54,327.66 77.2 817.07 16171.12 1794.34 1613;
55,348.92 72.76 2092.03 11743.49 4334.55 1500;
56,392.05 71.09 1471.43 10781.18 3653.77 1500;
57,232.8 67.92 1066.66 11867 1456.07 1615;
58,297.85 116.96 1181.28 16299.91 1152.48 1613;
59,394.11 94.4 1346.55 20319.16 2879.95 1613;
60,348.64 83.48 1223.18 16497.98 3987.44 1600;
61,602.9 44.05 12176.92 7696.55 14108.91 1638;
62,318.21 86.45 859.63 14561.91 2068.36 1638;
63,240.21 76.51 696.53 11188.84 1164.48 1638;
64,314.28 90.02 871.32 14654.33 1290.01 1638;
65,305.6 83.96 808.08 14169.9 1165.29 1638;
66,535.95 129.53 3833.03 33596.7 1607.23 1600;
67,494.22 115.67 2436.84 24763.23 1211.06 1638;
68,384.97 79.31 1786.73 17674.91 2937.85 1600;
69,483.08 124.75 2427.78 22810.37 1295.77 1613;
70,461.35 109.94 2352.52 23025.43 1288.56 1615;
71,365.63 125.26 2041.04 19329.13 769.93 1613;
72,364.72 103.39 2431.12 17266.86 2466.29 1615;
73,333.16 71.77 2014.51 10696.95 3928.5 1615;
74,449.22 108.18 2563.44 21728.02 1817.15 1615;
75,283.09 95.39 2399.69 15334.13 1770.24 1615;
76,386.01 121.61 1608.26 19345.13 1281.5 1615;
77,258.6 68.13 2329.94 9323.84 5659.77 1615;
78,425.29 105.6 2334.47 20454.67 1709.12 1615;
79,338.12 108.06 3022.02 20228.95 1212.57 1613;
80,350.23 92.63 2871.73 18112.24 2096.17 1613;
81,351.48 69.74 3023.74 10265.6 3332.65 1615;
82,289.66 84.76 903.93 14351.92 1878.06 1697;
83,472.06 137.63 1938.65 23484.59 2012.64 1638;
84,616.46 132.53 3576.72 32590.1 2146.21 1600;
85,302.97 62.34 1223.1 8082.1 3845.43 1600;
86,269.15 91.99 2194.05 14251.69 1782.38 1600;
87,465.54 106.37 2227.1 23348.67 1568.41 1600;
88,252.88 73.65 1736.45 12112.05 1211 1600;
89,484.11 92.42 1193.06 20749.47 6348.48 1600;
90,479.29 129.75 5025.54 42566.63 1845.43 1600;
91,306.32 92.2 2833.85 16921.05 2133.84 1638;
92,287.79 95.36 2865.85 17240.84 1897.95 1638;
93,135.89 55.55 1665.54 8175.3 1169.09 1638;
94,335.31 91.49 1272.59 17324.75 1265.54 1638;
95,303.76 89.88 1294.12 15753.32 786.52 1638;
96,551.79 147.19 3179.74 27164.24 1797.44 1638;
97,486.4 116.31 2398.67 23803.19 1417.07 1638;
98,334.52 80.81 1837.1 16890.55 1181.18 1638;
99,352.63 120.05 1529.52 16872.52 1170.66 1638;
100,216.58 65.27 2208.29 13437 1483.39 1638;
101,373.69 98 1417.68 18065.36 3564.4 1638;
102,414.49 101.26 2518.41 21692.6 1104.66 1638;
103,578.31 154.58 3166.28 26803.25 1868.85 1638;
104,509.9 128.37 2206.78 24195.65 1781.51 1638;
105,562.26 124.86 3107.14 27088.29 1752.99 1638;
106,196.38 17.2 10414.33 6885.35 14186.58 1638;
107,216.4 12.73 10645.31 7419.13 14677.27 1638;
108,79.42 39.14 6110.22 2058.4 17993.36 1638;
109,144.08 41.58 12285.75 3926.34 11335.22 1638;
110,418.47 66.52 1724.52 11214.8 3944.35 1600;
111,428.15 58.9 1478.61 11176.65 2991.14 1600;
112,318.58 88.77 1096.69 7700.36 5669.73 1600;
113,361.03 91.26 1991.29 15404.1 2448.46 1600;
114,380.38 68.8 1704.25 10014.05 3392.82 1600;
115,362.86 121.59 1890.24 16713.3 1865.64 1600;
116,321.69 89.63 1657.06 16846.79 1367.21 1600;
117,352.58 43.11 1702.29 9844.07 2982.84 1600;
118,431.83 95.92 2586.44 19744.59 2821.62 1600;
119,478.92 105.27 2202.96 12521.52 4564.18 1600;
120,385.43 67.6 1983.07 9625.27 3791.86 1600;
121,341.44 52.69 3119.43 13290.96 3034.28 1600;
122,325.22 75.95 1826.85 13333.32 1161.66 1600;
123,346.06 85.78 1368.23 14117.83 2495.31 1600;
124,271.25 96.29 1941.96 14997.38 1246.55 1600;
125,331.65 76.96 1911.34 15007.35 2714.45 1600;
126,374.7 69.87 4095.86 22713.14 31130.51 1615;
127,337.07 130.82 1877.4 16983.88 1077.73 1600;
128,318.32 112.49 1571.73 16385.39 2297.22 1697;
129,278.7 94.42 1870.85 13786.11 685.18 1609;
130,306.13 91.31 1776.45 16726.22 1707.88 1609;
131,470.31 128.31 1855.09 22212.08 2039.13 1600;
132,273.09 77.37 1131.1 7611.89 2886.7 1600;
133,439.66 128.68 2030.34 21890.12 2028.57 1600;
134,334.46 100.28 2155.33 17387.61 2802.02 1600;
135,317.14 120.95 1908.47 17128.33 1948.28 1600;
136,368.99 93.29 2902.31 14048.99 2667.4 1600;
137,413.35 110.01 1927.27 20994.26 1451.21 1600;
138,312.85 100.25 1154.34 15896.73 1316.41 1600;
139,489.38 121.73 4025.59 17262.46 4492.94 1600;
140,447.3 70.46 1782.14 12108.42 3977.45 1600;
141,383.14 90.25 4134.29 15384.78 2928.53 1600;
142,526.88 98.57 1113.18 21640.32 2200.04 1600;
143,422.8 117.65 1796.48 21449.44 1594.54 1600;
144,312.47 87.42 2121.42 18838.77 1820.43 1600;
145,270.46 58.64 1714.16 14835.2 1181.08 1600;
146,367.01 76.79 1704.58 10666.76 3644.55 1600;
147,268.52 95.34 2326.71 15667.45 2323.71 1600;
148,309.37 27.45 12906.48 7610.64 14085.1 1600;
149,373.08 103.85 1748.47 18861.24 1563.67 1600;
