253,454.49 128.33 1869.64 21721.5 1582.54;
254,477.53 103.99 3891.12 21557.08 2522.3;
255,220.86 80.36 2125.67; 995.75 9781.86 1462.06;
256,283.38 91.54 1544.07 14232.99 1511.96;
257,305.05 87.1 1921.33; 903.41 15822.6 1271.49;
258,312.29 115.87 1690.21 16114.8 609.58;
259,294.2 110.74 2027.75 15153.21 507.58;
260,355.29 133.51 2439.6 17642.29 1694.45;
261,316.41 105.74 2239.62 16326.8 2303.04;
262,368.56 109.95 1294.74 18993.98 1504.99;
263,293.9 80.52 1354.06 16065.69 1515.36;
264,416.25 377.41 2937.19 21337.05 1944.06;
265,306.07 105.18 2015.67 15179.38 779.34;
266,273.29 76.19 1606.53 13720.44 628.99;
267,385.48 112.78 2253.95 18319.25 1516.85;
268,382.05 70.84 1228.78 12698.99 3190.78;
269,360.25 71.33 1116.71 12786.17 4563.6;
270,307.36 119.77 1905.11 15698.37 695.88;
271,305.38 66.56 1009.43 10164.34 3328.61;
272,223.73 69.11 668.26 8824.59 1017.78;
273,307.25 199.2 2106.84 11576.52 902.92;
274,693.1 94.66 4292.7 25316.02 1616.04;
275,278.1 93.64 1715.83 13820.62 2291.04;
276,293.26 100.04 1714.56 14784.56 918.14;
277,188.21 35.54 10967.59 10062.62 13523.49;
278,810.01 138.35 5038.18 34769.65 2064.73;
279,281.48 106.59 685.57 13833.32 1650.07;
280,372.11 97.53 1437.59 18051.52 1149.94;
281,358.03 130.82 917.09 18832.99 1072.8;
282,408.39 169.68 997.47 21716.61 1576.48;
283,273.74 125.29 836.47 13178.5 797.63;
284,415.56 137.67 2975.13 16180.41 1058.76;
285,277.36 39.54 3649.93 10960.15 1207.63;
286,707.55 91.87 2136.98 14131.27 4265.47;
287,392.74 105.97 945.91 19582.29 1299.03;
288,461.67 157.55 3852.61 22229.86 3090.57;
289,444.95 140.94 3419.37 16745.01 1399.68;
290,339.65 126.39 2676.91 12224.41 1041.16;
291,177.33 137.1 1945.9 5810.91 616.6;
292,139.15 177.13 1241.27 6184.8 667.4;
293,325 123.23 2552.14 11620.24 981.17;
294,381.18 113.36 2704.99 14706.93 1244.17;
295,216.57 140.89 890.79 10439.83 1243.29;
296,384.29 136.4 3003.68 13846.65 1454.07;
297,399.62 169.36 2409.94 18585.98 1146.94;
298,202.94 141.22 1561.51 9111.04 472.59;
299,406.36 154.24 1706.02 15169.92 1520.99;
300,445.16 145.06 1713.16 16655.99 2041.15;
301,356.82 132.1 1370.27 17822.14 1611.32;
302,389.99 143.84 1372.48 16849.48 1339.28;
303,271.43 145.48 1048.75 13149.35 865.76;
304,358.74 136.4 3481.12 17835.27 1665.55;
305,278.36 234.15 1555.42 17471.8 1141.54;
306,427.98 148.7 1482.31 17740.41 2224.22;
307,415.04 190.78 1989.56 20809.18 1614.81;
308,236.88 147.51 919.04 9560.32 2001.24;
309,515.82 152.14 2056.06 18091.11 2919.39;
310,378.77 124.6 2786.1 16768.84 864.07;
311,466.56 150.62 1344.7 21465.9 1489.92;
312,212.84 91.12 297.58 10090.88 945.61;
313,303.43 146.54 1314.93 13833.33 941.09;
314,290.95 154.32 1149.99 11490.98 1209.46;
315,302.15 147.14 1246.64 15787.31 2005.97;
316,255.13 153.83 1126.17 12357.82 1572.34;
317,246.4 132.34 977.71 11135.32 935.04;
318,390.44 144.48 1354.32 18067.01 1030.36;
319,339.88 149.73 2164.78 18980.3 1586.58;
320,301.25 164 1229.11 12916.87 1292.18;
321,235.11 136.94 1078.93 10425.82 941.75;
322,361.65 153.6 1393.87 16415.44 1259.56;
323,312.49 145.13 2458.83 12336.38 996.98;
324,340.93 135.37 2839.56 14473.91 1709.67;
325,380.44 138.7 2597.2 11649.92 4193.44;
326,335.1 153.96 1799.32 15213.02 1305.66;
327,391.27 166.12 3877.61 17697.47 1520.74;
328,456 143.53 3208.5 21147.51 1381.51;
329,338.41 109.54 2813.11 13878.21 1393.3;
330,411.96 81.46 1912.9 11579.63 4584.61;
331,550.84 150.8 4846.79 25992.68 6652.46;
332,415.56 98.14 1280.63 18636.2 2459.79;
333,321.68 143.43 3289.21 16276.34 1013.16;
334,302.99 106.57 1009.96 16584.65 7334.25;
335,305.29 116.59 915.08 18935.61 1144.19;
336,344.57 91.43 901.67 17588.84 833.48;
337,246.66 101.58 776.67 12576.65 1007.73;
338,328.15 92.31 988 17564.33 1858.08;
339,282.94 95.38 849.52 15202.64 1302.7;
340,276.67 110.3 909.07 13181.96 2383.98;
341,278.02 123.9 896.33 13069.56 1927.99;
342,910.3 121.45 3590.91 27955.28 3085.87;
343,458.81 9.09 10609.72 14005.62 3158.54;
344,196.13 54.31 1064.72 16842.69 496.64;
345,573.7 106.61 4747.49 19728.44 3882.02;
346,531.06 50.99 4582.65 26190.7 4349.16;
347,356.44 91.3 3934.7 13116.72 4344.31;
348,376.71 79.33 2408.66 17485.6 4678.41;
349,412.23 47.42 4655.4 26339.95 6732.9;
350,313.67 88.2 4036.75 14876.41 4488.05;
351,540.05 119.05 7004.15 19545.52 5384.87;
352,324.2 96.01 3178.25 15472.87 2025.37;
353,239.55 7.1 12088.96 10923.56 6077.14;
354,324.41 23.57 15188.02 11070.41 20420.1;
355,321.96 84.76 4449.44 16843.99 3390.71;
356,340.55 88.77 2049.88 17128.68 3478.84;
357,363.41 174.08 1193.62 21993.65 3344.91;
358,740.73 97.58 3361.45 27668.29 1768.7;
359,199.19 105.23 842.01 13589.86 4176.98;
360,816 88.68 5315.39 32265.99 1649.94;
361,301.77 139.66 944.38 18367.06 1238.59;
362,586.76 341.86 4581.68 23842.83 1726.97;
363,346.21 100.64 859.19 15774.47 2127.48;
364,427.48 110.96 1190.7 18728.19 2027.71;
365,323.6 95.21 790.19 13888.32 1656.63;
366,273.24 110.5 793.02 15182.57 1943.5;
367,396.91 109.74 980.3 18237.23 2041.82;
368,338.34 115.53 923.93 16737.86 1270.81;
369,290.77 71.12 762.13 13630.88 1491.78;
370,374.92 99.16 1018.59 17882.24 3188.13;
371,272.03 63.04 814.8 13160.22 1561.81;
372,288.92 69.89 2688.67 17181.21 1432.95;
373,372.64 76.9 1571.35 10011.35 5753.37;
374,337.23 77.95 1428.64 9761.28 4583.49;
375,424.19 77.89 1862.98 13700.62 4426.66;
376,372.98 45.41 1645.68 9072.77 5503.54;
377,368.36 65 1512.5 11998.14 3376.21;
378,377.87 74.51 1540 9423.95 3359.46;
379,381.13 74.57 1785.24 12541.61 4741.91;
380,422.07 101.53 2712.71 14240.84 2533.76;
381,375.02 139.63 1522.15 19948.02 1914.85;
382,271.49 90.57 965.9 13675 1891;
383,NA NA NA NA NA;
384,NA NA NA NA NA;
385,383.73 93.05 3298.32 16085.31 1985.51;
386,108.7 55.81 3141.41 16294.93 24189.26;
387,311.49 87.36 1207.66 14710.62 858.96;
388,486.09 114.96 5165.71 38603.97 1593.16;
389,294.94 83.87 1131.79 16189.17 3151.71;
390,311.52 101.41 2632.41 16402.54 1210.87;
391,463.81 67.24 2298.03 11927.06 3623.28;
392,399.91 76.18 2105.89 11198.08 3703.95;
393,333.08 83.5 4200.72 12925.03 4651.07;
394,307.95 76.21 1912.38 9808.17 6729.89;
395,351.82 76.86 2103.74 11131.9 5004.63;
396,347.62 70.09 2222.93 12593.23 3686.76;
397,355.03 91.78 2440.67 12602.39 5394.79;
398,392.17 67.91 2208.27 12378.78 7040.34;
399,310.91 79.52 1873.21 9725.21 7651.92;
400,244.62 52.68 5824.23 18568.15 33572.59;
401,337.95 68.75 2015.68 11103.55 8609.73;
402,321.95 74.55 1952.39 10982.92 6097.22;
403,171.84 30.24 3541.72 17006.33 45603.58;
404,321.6 101.29 2366.91 16792.67 2533.77;
405,317.86 66.1 783.03 15221.19 1630.84;
406,184.24 38.73 3469.65 11731.59 49024.19;
407,398.05 90.04 847.04 16949.63 2166.78;
408,300.8 88.51 864.17 15529.45 1836.51;
409,413.06 58.09 2264.64 22359.56 2128.3;
410,285.44 66.63 2544.33 18348.94 1718.37;
411,429.53 80.4 1889.72 24873.42 3578.96;
412,331.98 38.9 1887.58 18403.36 7253.6;
413,272.89 77.58 2690.99 9216.89 1173.14;
414,321.91 44.17 2944.43 18477.67 1869.54;
415,399.96 85.75 2697.5 20073.8 1362.91;
416,276.44 71.74 2007.25 13448.59 1322.45;
417,359.91 63.32 3039.74 18041.79 3092.86;
418,367.12 76.24 2481.51 13351.35 5072.3;
419,375.37 47.43 1916.2 20642.21 1553.11;
420,337.82 32.34 2082.47 18052.72 1786.69;
421,297.63 45.67 3150.01 14950.88 2105.55;
422,317.25 84.19 2160.78 20669.98 5964.16;
423,354.61 44.96 2584.31 21013.25 2345.64;
424,358.99 54.35 3444.63 14610.77 3057.92;
425,380.07 36.28 1846.88 21379.67 4451.19;
426,162.39 57.51 3616.86 6850.96 1696.31;
427,469.95 78.42 1852.01 23500.19 1403.73;
428,324.39 32.22 2586.67 17500.7 1643.95;
429,308.79 73.51 3621.34 16121.14 3718;
430,322.47 47.29 2688.99 18055.02 1929.17;
431,343.11 51.15 2015.88 19090.82 3407.69;
432,346.17 46.05 2143.22 19298.93 1810.48;
433,309.31 34.46 2152.22 17564.01 4673.83;
434,341.6 38.91 1741.77 18680.43 6187.92;
435,288.29 46.51 2310.41 16303.21 5720.3;
436,363.32 46.06 2059.82 20158.49 3400.44;
437,391.61 65.57 2375.34 21112.52 2674.89;
438,338.64 45.77 3225.66 19366.12 1784.81;
439,330.8 32.24 2116.43 18105.42 2246.12;
440,352.94 32.08 1926.6 19039.17 2982.32;
441,379.94 55.92 1689 19946.78 1794.04;
442,321.23 38.88 2426.43 17228.75 2324.52;
443,389.38 43.39 1996.96 19817.56 1472.15;
444,342.9 58.87 2787.84 18966.66 1929.32;
445,394.29 46.01 1980.88 20423.59 1714.48;
446,329.9 52.28 2845.16 17443.21 4332.8;
447,408.45 52.65 2081.51 18966.13 1916.34;
448,319.11 45.46 3157.53 16578.21 5957.55;
449,292.78 45.68 2576.01 19577.9 4232.16;
450,355.23 51.47 2265.81 19949.36 2473.62;
451,320 44.87 2213.61 20141.44 4720.79;
452,400.17 60.54 3590.19 17171.04 4372.55;
453,356.97 54.28 2208.36 19900.55 3202.94;
454,363.7 52.03 3683.6 15826.13 3716.21;
455,193.47 94.86 832.2 10183.89 1713.57;
456,208.56 115.56 2938.27 10261.67 3805.42;
457,237.55 84.74 1508.13 12413.36 3738.91;
458,414.12 68.42 2275.24 13181.88 4522.54;
459,338.86 100.97 3009.36 11964.05 4815.71;
460,557.31 69.17 3870.47 19061.82 2329;
461,296.56 141.55 1655.58 11452.59 10152.29;
462,255.08 163.7 784.49 17679.93 2709.36;
463,252.02 75.23 3955.58 11431.27 7003.54;
464,315.7 91.57 2304.83 13478.39 5619.38;
465,374.62 81.38 3951.21 13774.42 4008.01;
466,400.23 114.62 1143.06 17056.08 1736.5;
467,905.28 139.72 2439.94 13317 5415.35;
468,282.81 52.19 1329.09 18504.32 1341.75;
469,518.68 86.76 3594.61 14136.83 4700.86;
470,370.23 81.71 4025.65 13964.79 3846.49;
471,336.39 73.18 2519.47 16215.59 3118.29;
472,457.22 86.54 1637.31 12719.46 4719.38;
473,409.64 84.44 4301.55 14430.01 3689;
474,403.67 78.34 4091.94 14517.67 4238.03;
475,567.31 98.18 4824.3 21272.2 4575.56;
476,288.66 61.33 4356.23 11056.06 6919.15;
477,317.78 93.12 2502.38 11277.95 1890.32;
478,340.94 122.16 1130.97 20226.11 1821.93;
479,500.53 93.65 2846.75 25707.5 2687.81;
480,338.11 70.4 4466.11 12657.49 4560.51;
481,353.75 81.65 3934.68 13722.72 3470.04;
482,486.31 111.04 4012.17 16704.95 4025.04;
483,356.22 64.18 3756.7 13656.79 3712.92;
484,386.25 76.96 3957.6 13935.41 3864.65;
485,603.99 103.73 3327.02 17587.86 6113.51;
486,363.67 75.14 3934.35 13402.64 4046.16;
487,387.6 72.82 4092.22 15095.35 3771.73;
488,271.27 99.61 2001.55 14294.17 3687.8;
489,353.65 113.44 3706.41 16156.6 3792.61;
490,277.78 97.77 1822.22 14637.91 3152.55;
491,316.59 87.85 918.61 12822.03 2138.85;
492,149.24 35.24 7469.21 10180.93 21733.19;
493,319.59 96.33 1673.98 15056 1329.62;
494,265.83 50.4 3974.45 13922.36 10644.53;
495,280.23 62.18 3650.08 13808.61 16149.4;
496,279.24 55.71 4342.3 13673.54 11889.92;
497,257.56 57.01 3766.58 12139.07 16438.61;
498,219.42 9.25 12903.28 11838.81 4025.15;
499,301.19 16.49 12715.75 10775.1 6328.91;
500,246.48 70.94 2188.93 14158.25 5910.95;
501,279.06 58.28 2219.77 7741.62 10732.51;
502,351.75 51.32 2553.01 18023.13 3439.06;
503,270.03 60.54 2630.24 9522.68 3099.97;
504,354.7 42.49 2667.65 10954.17 3351.22;
505,225.18 89.9 1707.12 13219.19 3604.39;
506,346.25 87.63 3237.08 17307.07 1392.75;
507,769.87 62 11063.52 8226.09 6188.6;
508,321.79 72.91 2032.34 10982.13 7311.23;
509,366.69 79.16 2236.64 12716.39 4852.94;
510,297.3 101.92 1887.53 10227.83 3476.5;
511,317.57 65.01 1997.84 9477.13 9900.25;
512,318.04 75.33 1975.13 10854.38 3432.62;
513,321.6 68.22 2076.05 11459.15 9241.34;
514,378.18 67.56 2445.21 12744.4 5111.25;
515,370.32 74.32 2544.77 13005.34 4728.36;
516,163.15 61.75 2747.06 8529.84 1241.97;
517,198.61 68.11 1102.67 10251.78 1588.32;
518,208.33 55.5 872.52 10801.8 1199.06;
519,206.89 65.05 1141.14 10617.8 1561.08;
520,357.01 75.4 2226.41 11213.62 4295.76;
521,338.62 78.53 2115.45 11780.52 6488.5;
522,328.05 63.56 2066.74 12216.72 6195.87;
523,261.88 64.21 3473.34 13156.61 19625.88;
524,255.17 72.78 3598.54 12276.15 17172.03;
525,187.1 52.06 4637.13 17488.85 42328.1;
526,211.54 52.27 4350.6 17512.29 47534.2;
527,222.16 52.8 5483.96 15382.49 17142.62;
528,183.04 29.6 3613.28 17180.8 51600.88;
529,219.05 56.86 5470.02 15191.5 20147.2;
530,217.68 35.68 6856.26 15782.76 47712.01;
531,163.04 24.16 5169.19 17518.53 52331.41;
532,337.01 72.32 2009.86 11222.1 5982.05;
533,314.25 69.14 2288.57 10827.47 8261.98;
534,373.8 73.3 2184.21 13438.3 3881.22;
535,505.6 98.9 4624.26 31273.57 1646.5;
536,233.52 40.27 6808.14 15360.75 42367.03;
537,231.99 82.66 1815.51 10800.89 2239.82;
538,245.27 50.39 3271.26 16260.95 44184.14;
539,285.71 81.22 2147.82 15657.52 2265.31;
540,275.33 74.83 1893.68 15558.69 1679.01;
541,295.02 76.83 1097.34 14312.34 3710.14;
542,292.39 74.75 848.39 14969.98 1417.18;
